Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU38,52.0759306827078,75.0,705.0,9692.318040218432,Non-binary,69.0,1.0,88.0,5.0,Carrier B,9.235931437249228,Supplier 5,Mumbai,10.0,841.0,12.0,5.930693645528318,Pending,0.6133268991645074,air,Route B,339.6728699486061
skincare,SKU39,19.127477265823256,26.0,176.0,1912.4656631007608,,78.0,29.0,34.0,3.0,Carrier A,,Supplier 2,,,791.0,6.0,9.005807428781642,Fail,,air,Route B,653.6729945520332
skincare,SKU40,80.54142417094033,97.0,933.0,12504.06709587326,Female,172.45977500043404,20.0,39.0,8.0,Carrier C,7.229595139736474,Supplier 1,Kolkata,18.0,793.0,1.0,88.17940710421746,,9.600924539661623,ROad,Route A,529.8087239806919
skincare,SKU41,99.11329161531717,35.0,556.0,5521.205259010972,Female,64.0,19.0,38.0,13.782469116146931,Carrier B,5.773263743766654,Supplier 4,Chennai,,892.0,7.0,95.3320645487725,Fail,0.0453022623982596,sea,Route A,275.5243711313098
skincare,SKU42,46.52916761451677,98.0,298.42501355407353,1839.609425856764,,22.0,27.0,57.0,4.0,Carrier C,19.87200534164191,Supplier 5,Bangalore,26.0,179.0,7.0,96.42282063957188,Fail,4.939255288620948,ROad,Route A,635.6571205019919
haircare,SKU43,11.74327177630924,6.0,598.0,5737.425599119023,Unknown,36.0,73.78095695347122,85.0,9.0,Carrier B,3.6940212683884543,Supplier 5,Mumbai,1.0,206.0,23.0,26.27736595733241,Pending,0.3723047679850977,air,Route A,1311.1315556072777
cosmetics,SKU44,51.35579091311039,34.0,919.0,7152.2860494355145,Female,13.0,19.0,72.0,6.0,Carrier C,7.577449657376693,Supplier 2,Delhi,7.0,834.0,18.0,22.554106620887744,Fail,2.962626320454882,Rail,Route A,610.4532696192277
haircare,SKU45,33.78413803306551,1.0,24.0,11505.913203387916,Male,93.0,17.809196506010295,52.0,6.0,Carrier B,5.21515500871191,Supplier 2,Chennai,25.0,794.0,38.336026835116726,66.31254443999165,Pass,3.219604612084106,Rail,Route A,906.9426186536582
,SKU46,27.0822071998889,75.0,859.0,5584.317489233062,Non-binary,92.0,29.0,6.0,8.0,Carrier B,4.070955837084083,Supplier 3,Chennai,,870.0,23.0,77.32235321105162,Pending,8.314216679153446,ROad,Route B,380.4359371119643
,SKU47,95.71213588093607,93.0,910.0,7089.474249934186,Male,4.0,,51.0,9.0,Carrier B,8.97875075594997,Supplier 1,Kolkata,10.0,964.0,20.0,19.712992911293647,Pending,0.3805735867132137,Rail,Route A,581.6023550505868
haircare,SKU48,76.03554442689172,28.0,29.0,7397.07100458718,Non-binary,30.0,16.0,9.0,3.0,Carrier C,7.0958331565551385,Supplier 2,Mumbai,9.0,109.0,18.0,23.126363582464776,Fail,1.6981125407144038,,Route B,768.65191395437
cosmetics,SKU49,78.89791320564004,19.0,,8001.613206519002,Unknown,97.0,24.0,9.0,6.0,Carrier C,2.5056210329009154,Supplier 5,Delhi,28.0,177.0,28.0,14.147815443979216,Pass,,Rail,Route A,336.8901685199779
cosmetics,SKU50,14.203484264803022,91.0,633.0,5910.885389668899,Female,31.0,23.0,,10.0,Carrier A,6.247860914975991,Supplier 2,Delhi,20.0,,21.0,45.17875792463452,Fail,4.754800804671185,Rail,Route B,496.24865029194046
haircare,SKU51,26.70076097246173,61.0,,9866.465457979695,Male,100.0,4.0,52.0,1.0,Carrier A,4.783000557947665,Supplier 5,Bangalore,18.0,673.0,28.0,14.19032834456998,Pending,1.7729511720835571,ROad,Route A,1272.5657847364835
skincare,SKU52,98.03182965646508,1.0,820.0,9435.76260891213,Male,64.0,11.0,11.0,1.0,Carrier B,8.631052179768947,Supplier 1,Mumbai,10.0,727.0,27.0,9.166849148597151,Pending,2.1224716191438247,air,Route C,602.8984988383834
skincare,SKU53,30.34147071121421,239.29660670571812,242.0,8232.334829425821,Male,96.0,25.0,54.0,3.0,Carrier B,1.0134865660958965,,Delhi,2.638947768593495,631.0,17.0,83.34405899167797,Pending,1.4103475760760271,air,Route B,
haircare,SKU54,31.146243160240854,11.0,622.0,6088.021479940859,Non-binary,33.0,22.0,61.0,3.0,Carrier B,4.305103471287636,Supplier 1,Kolkata,26.0,497.0,29.0,30.186023375822508,Pass,2.478771975539748,ROad,Route B,814.0699965821875
haircare,SKU55,79.85505834078943,,701.0,2925.6751703038126,,97.0,11.0,11.0,5.0,Carrier A,5.014364955030907,Supplier 2,Delhi,27.0,918.0,5.0,30.3235452566165,Fail,4.548919659396385,sea,Route B,323.01292795247883
skincare,SKU56,20.986386037043378,90.0,93.0,4767.020484344137,Non-binary,25.0,23.0,83.0,5.0,Carrier C,1.7744297140717396,Supplier 1,Mumbai,24.0,826.0,28.0,12.836284572832753,Pass,1.173755495387454,air,Route B,832.2108087060217
haircare,SKU57,49.26320535073416,65.0,227.0,1605.8669003924058,Unknown,9.581098611135223,18.0,51.0,1.0,Carrier B,9.16055853538187,Supplier 2,,21.0,588.0,25.0,67.77962298707814,Pending,2.511174830212707,Rail,Route A,482.1912386025281
skincare,SKU58,59.84156137728931,81.0,896.0,2021.149810337108,Non-binary,10.0,5.0,44.0,7.0,Carrier A,4.93843856471209,Supplier 3,Delhi,18.0,396.0,7.0,65.04741509469146,Fail,1.7303747198591968,ROad,Route B,110.36433523136472
cosmetics,SKU59,63.828398347710966,30.0,931.8561713559457,1061.618523013288,Non-binary,100.0,16.0,26.0,7.0,Carrier B,7.293722596867728,Supplier 1,Kolkata,11.0,176.0,4.0,1.900762243519458,Fail,0.4471940154638232,air,Route A,312.5742736100933
skincare,SKU60,17.028027920188702,16.0,380.0,8864.084349586436,Female,,27.0,72.0,8.0,Carrier C,4.3813681581023145,Supplier 4,Mumbai,,929.0,24.0,87.21305781513568,Fail,2.853090616649054,Rail,Route A,430.1690969751365
haircare,SKU61,,23.0,225.26275216662324,6885.589350896253,Unknown,32.0,23.0,36.0,7.0,Carrier C,9.030340422521949,Supplier 4,Kolkata,,480.0,12.0,78.7023939688789,Fail,4.367470538205053,air,Route A,164.36652824341942
cosmetics,SKU62,72.79635395558736,89.0,270.0,3899.746833729224,Unknown,86.0,5.088341858860084,40.0,7.0,,7.291701388776776,Supplier 2,Mumbai,13.0,751.0,14.0,21.048642725168644,Pass,1.8740014040443749,sea,Route C,320.8465157591116
skincare,SKU63,13.017376785287857,55.0,246.0,4256.949140850225,Non-binary,54.0,19.0,10.0,4.0,Carrier A,6.489829470986661,Supplier 3,Bangalore,18.0,736.0,10.0,20.075003975630484,Pending,,sea,Route A,687.2861778664173
skincare,SKU64,89.63409560813533,11.0,,8458.730878367178,Female,73.0,27.0,75.0,6.0,Carrier C,4.585353468194652,Supplier 1,Delhi,17.0,328.0,6.0,8.693042425877287,Fail,0.1594863147175146,air,,771.2250846811575
skincare,SKU65,33.69771720664313,72.0,457.0,8354.579686481995,Male,57.0,24.0,54.0,,Carrier C,17.374998423784824,Supplier 5,Kolkata,16.0,358.0,21.0,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.8591036717435
skincare,,26.03486977396209,52.0,704.0,8367.721618020154,Female,13.0,17.0,19.0,8.0,Carrier A,2.2161427287713638,Supplier 5,Kolkata,24.0,867.0,28.0,115.25827692247722,Fail,3.4480632883402618,ROad,Route A,393.8433485784279
skincare,,87.75543235400107,16.0,513.0,9473.798032508335,Unknown,,9.0,71.0,,Carrier C,9.147811544710631,Supplier 1,Mumbai,10.0,198.0,11.0,7.057876146978231,Pass,0.1319554443118148,sea,Route C,169.2718013847869
haircare,SKU68,101.95560297322189,29.0,163.0,3550.218432780992,Non-binary,0.0,,58.0,8.0,Carrier B,1.1942518648849991,Supplier 2,Bangalore,2.0,375.0,18.0,97.1135815634622,Fail,1.98346787217418,Rail,Route A,299.7063031181032
skincare,SKU69,54.86552851706979,62.0,511.0,1752.3810874841247,Non-binary,95.0,,74.7424088597977,3.0,Carrier B,9.705286790120349,Supplier 4,Kolkata,9.0,2571.7757511036657,,77.62776581274817,Pending,1.3623879886491086,air,Route A,207.6632062085756
haircare,SKU70,47.914541824058766,90.0,32.0,7014.887987203389,Female,10.0,12.0,22.0,4.0,Carrier B,6.315717754600723,Supplier 1,Bangalore,22.0,775.0,16.0,11.440781823761265,Pass,1.8305755986122316,ROad,Route C,183.272898748711
cosmetics,SKU71,6.381533162747966,14.0,637.0,8180.337085425443,Female,76.0,2.0,26.0,6.0,Carrier A,9.228190317052515,Supplier 2,Bangalore,2.0,258.0,10.0,30.66167747785956,Pending,2.078750607874969,ROad,Route A,405.1670678888559
cosmetics,SKU72,90.20442752052809,88.0,,2633.121981312256,Non-binary,,29.0,77.0,9.0,Carrier A,6.599614159689544,Supplier 1,Bangalore,21.0,152.0,11.0,55.76049289524421,Pending,7.3223266611223305,Rail,Route B,677.9445698461833
cosmetics,SKU73,83.8510176813046,41.0,375.0,7910.886916140686,Male,17.0,25.0,66.0,8.614043197591831,,1.5129368369160772,Supplier 4,Chennai,13.0,444.0,4.0,46.87023879761716,Fail,4.620546064513706,ROad,Route A,866.4728001296578
haircare,SKU74,3.170011413566155,64.0,904.0,5709.945295969287,Female,41.0,6.0,1.0,5.0,Carrier A,5.237654650037448,Supplier 4,Delhi,1.0,919.0,,220.68990088306057,Fail,0.3966127241099354,Rail,Route A,341.55265678322337
skincare,SKU75,,29.0,106.0,1889.073589779335,Non-binary,16.0,20.0,56.0,10.0,Carrier C,2.473897761045461,Supplier 1,Chennai,25.0,,11.0,48.06478264000659,Pass,2.030069088668752,,Route C,873.1296480176514
haircare,SKU76,69.10879954743032,23.0,241.0,5328.375984297758,Male,38.0,1.0,22.0,10.0,Carrier A,7.054538336836926,Supplier 2,Bangalore,25.0,985.0,24.0,64.32359779560022,Pending,2.1800374515822165,Rail,Route A,997.4134501331946
haircare,SKU77,57.44974295897148,14.0,359.0,2483.7601775427947,Unknown,96.0,28.0,57.0,4.0,,6.780946625617895,Supplier 1,Kolkata,26.0,334.0,5.0,42.95244474899184,Pass,3.055141818307548,ROad,Route B,
haircare,SKU78,16.95205255718017,50.0,946.0,1292.4584179377562,Unknown,5.0,4.0,51.0,5.0,Carrier B,8.46704977086199,Supplier 5,Mumbai,25.0,858.0,21.0,71.12651472040338,Pending,,sea,Route C,323.59220343132216
haircare,SKU79,57.05703122110322,56.0,198.0,7888.723268427081,Non-binary,31.0,25.0,20.0,1.0,Carrier B,6.4963253642950445,Supplier 3,Bangalore,5.0,228.0,12.0,57.87090292403628,Pending,0.1658716274806082,air,Route C,351.50421933503867
skincare,SKU80,91.12831835044432,75.0,,8651.672682982065,Unknown,39.0,14.0,41.0,,Carrier C,2.8331846794189746,Supplier 3,Chennai,8.0,202.0,5.0,76.96122802382001,Fail,2.8496621985053308,sea,,787.7798504943445
haircare,SKU81,72.81920693031822,9.0,1490.199745102277,4384.413400045863,Unknown,48.0,6.0,8.0,5.0,Carrier B,4.066277501512044,Supplier 3,Delhi,28.0,698.0,,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885
skincare,SKU82,17.034930739467917,13.0,336.0,2943.3818676094515,Unknown,42.0,19.0,72.0,1.0,Carrier A,4.70818187354193,Supplier 2,Mumbai,6.0,,26.0,4.46527843494324,Pending,4.137877048622357,ROad,Route C,589.9785556280407
haircare,SKU83,68.91124621160633,82.0,663.0,,Unknown,65.0,24.0,7.0,8.0,Carrier B,4.949839577996949,Supplier 1,Bangalore,20.0,443.0,5.0,97.73059380053304,Fail,0.7730061340672478,ROad,Route A,682.9710182260933
haircare,SKU84,89.10436729210225,99.0,618.0,2048.2900998487103,Unknown,73.0,26.0,80.0,10.0,Carrier A,8.381615624922631,Supplier 5,Chennai,24.0,589.0,22.0,33.808636513209095,Pass,11.03695405056595,air,Route B,465.457005963688
cosmetics,SKU85,76.96299441519388,83.0,25.0,8684.613059253858,Female,15.0,18.0,182.70366610172772,2.0,Carrier C,8.249168704871728,Supplier 5,Chennai,4.0,211.0,2.0,69.9293455186723,Fail,,ROad,Route B,842.6868300046415
skincare,SKU86,19.99817694040422,18.0,223.0,1229.5910285649834,Unknown,61.31903111126543,35.61839301202059,22.0,10.3368518371102,Carrier B,1.4543053101535517,Supplier 1,Mumbai,10.55579107437398,569.0,18.0,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,
haircare,SKU87,80.41403665035574,24.0,79.0,5133.846701086692,Male,,7.0,55.0,10.0,Carrier A,6.575803797548535,Supplier 3,Chennai,27.0,523.0,17.0,28.69699682414317,Fail,3.693737787839276,sea,Route B,879.3592177349243
cosmetics,SKU88,75.27040697572501,149.238743967007,,9444.74203306298,Male,60.0,18.0,85.0,7.0,Carrier A,3.8012531329310777,Supplier 2,Mumbai,21.0,953.0,11.0,68.18491905704117,Pending,0.722204401882931,sea,Route A,103.91624796070496
cosmetics,SKU89,97.76008558193868,10.0,134.0,5924.682566853231,Unknown,90.0,1.0,27.0,8.0,Carrier B,9.92981624527726,Supplier 1,,60.69579867765039,370.0,11.0,,Pending,1.9076657339590744,Rail,Route B,517.4999739290605
skincare,SKU90,13.881913501359142,56.0,320.0,9592.633570280312,Non-binary,66.0,18.0,96.0,,Carrier B,7.674430708112694,Supplier 3,Bangalore,8.0,585.0,8.0,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.0784725058112
cosmetics,SKU91,62.11196546396179,,916.0,1935.206793507599,Male,98.0,22.0,85.0,7.0,Carrier B,7.471514084401146,Supplier 4,Delhi,5.0,207.0,28.0,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238
cosmetics,SKU92,47.71423307582023,113.21559887152256,276.0,2100.1297546259366,Male,90.0,25.0,10.0,8.0,Carrier B,4.469500026123601,Supplier 2,Mumbai,4.0,671.0,,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629
haircare,SKU93,69.29083100290549,88.0,114.0,4531.4021336919095,Unknown,63.0,17.0,66.0,1.0,Carrier C,7.0064320590043945,Supplier 4,Chennai,21.0,824.0,20.0,35.63365234334388,Fail,4.165781795424145,air,Route A,823.5238458881558
cosmetics,SKU94,3.037688724631414,97.0,987.0,7888.356546661873,Unknown,77.0,26.0,72.0,9.0,Carrier B,6.942945942032581,Supplier 2,Delhi,12.0,,14.0,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.6652569866948
,SKU95,77.90392721944775,65.0,672.0,7386.363944048664,Unknown,15.0,14.0,26.0,9.0,Carrier B,8.630338869602754,,Mumbai,18.0,450.0,26.0,58.89068576858998,Pending,1.2108821295850665,air,Route A,778.8642413766479
cosmetics,SKU96,24.42313142037338,29.0,324.0,7698.424765632117,Non-binary,67.0,2.0,32.0,3.0,Carrier C,5.352878043996809,Supplier 3,Mumbai,28.0,648.0,28.0,17.80375633139127,Pending,3.872047681482133,ROad,Route A,188.74214114905695
haircare,SKU97,3.526111259143416,56.0,62.0,4370.916579984536,Male,46.0,,4.0,9.0,Carrier A,7.904845611209675,Supplier 4,Mumbai,10.0,535.0,13.0,65.76515592636746,Fail,3.376237834717981,ROad,Route A,540.1324228679678
skincare,SKU98,19.7546048668786,43.0,913.0,8525.952559683526,Female,53.0,1.0,27.0,7.0,,1.409801095138073,Supplier 5,Chennai,28.0,581.0,9.0,5.604690864371781,Pending,6.626839787972316,Rail,Route A,882.1988635470415
haircare,SKU99,68.51783269927664,17.0,627.0,9185.185829181704,Unknown,55.0,8.0,59.0,6.0,Carrier B,1.3110237561206226,Supplier 2,Chennai,29.0,921.0,2.0,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612
haircare,SKU0,69.80800554211577,55.0,802.0,,Non-binary,58.0,7.0,,4.0,Carrier B,2.956572139430807,Supplier 3,Mumbai,29.0,,,126.74849780240929,Pending,0.2264103608499251,ROad,,343.78841187615217
,SKU1,14.84352327508434,95.0,736.0,7460.900065445849,Female,53.0,30.0,37.0,2.0,Carrier A,9.71657477143131,,Mumbai,23.0,517.0,30.0,33.61676895373,Pending,4.854068026388706,ROad,Route B,503.0655791496692
haircare,SKU2,11.319683293090566,,8.0,9577.74962586873,Unknown,1.0,10.0,88.0,2.0,Carrier B,8.054479261732155,Supplier 1,Mumbai,12.0,971.0,27.0,84.04646720689178,Pending,4.580592619199229,air,Route C,
skincare,SKU3,61.163343016437736,68.0,83.0,7766.836425685233,Non-binary,23.0,13.0,59.0,6.0,Carrier C,1.7295685635434288,Supplier 5,Kolkata,24.0,937.0,18.0,35.62474139712503,Fail,4.74664862064775,Rail,Route A,254.77615921928663
skincare,SKU4,4.805496036345893,26.0,871.0,2686.505151567447,Non-binary,5.0,3.0,56.0,13.782469116146931,Carrier A,10.272447255063998,Supplier 1,Delhi,5.0,414.0,3.0,92.06516059871284,Fail,3.145579522833002,air,Route A,
haircare,SKU5,1.6999760138659377,87.0,147.0,2828.348745975759,Non-binary,90.0,27.0,66.0,3.0,Carrier B,4.444098864382293,Supplier 4,Bangalore,10.0,104.0,17.0,56.7664755574318,Fail,2.7791935115711617,ROad,Route A,235.4612367355375
skincare,SKU6,4.078332863107945,48.0,65.0,7823.476559531737,Male,11.0,15.0,58.0,,Carrier C,3.880763302952003,Supplier 3,Kolkata,14.0,314.0,24.0,1.0850685695870688,Pending,1.0009106193041355,sea,Route A,134.36909686103172
cosmetics,SKU7,42.95838438246007,,426.0,8496.103813089838,Female,93.0,17.0,11.0,,Carrier B,2.3483387844177805,Supplier 4,,22.0,564.0,1.533441073404669,99.46610860359912,Fail,0.3981771868506506,ROad,Route C,802.0563118175586
cosmetics,SKU8,68.71759674852733,78.0,150.0,7517.363210631127,Female,5.0,,15.0,7.0,Carrier C,3.4047338570830266,Supplier 4,Mumbai,13.0,769.0,8.0,,Pending,6.1750589747043625,sea,Route B,505.55713422546415
skincare,SKU9,64.01573294127854,90.05786273871112,980.0,4971.145987585558,Unknown,14.0,27.0,83.0,1.0,Carrier A,7.166645291048216,Supplier 2,Chennai,29.0,963.0,23.0,,Pending,3.844614478767585,Rail,Route B,995.9294614986416
skincare,SKU10,15.707795681912138,11.0,996.0,2330.965802091949,Non-binary,51.0,13.0,80.0,2.0,Carrier C,8.673211211278613,Supplier 5,Kolkata,18.0,830.0,5.0,96.52735278531092,Pass,1.7273139283559424,ROad,Route B,806.103177702923
skincare,SKU11,,95.0,960.0,6099.944115581452,Female,46.0,23.0,166.09424191066157,1.0,,4.523943124316663,Supplier 2,Kolkata,28.0,362.0,11.0,27.592363086663696,Pending,0.0211698213729943,air,Route A,126.72303340940724
haircare,SKU12,71.21338907536008,41.0,336.0,2873.7414460214413,Unknown,100.0,30.0,85.0,4.0,Carrier A,1.325274010184522,Supplier 4,Kolkata,3.0,1679.7096843055265,3.0,32.32128621342403,Fail,2.161253747555912,ROad,Route B,402.9687890737706
skincare,SKU13,16.160393317379977,5.0,249.0,4052.738416237866,Male,80.0,8.0,132.87539352852923,9.0,Carrier A,9.537283061108338,Supplier 5,Bangalore,23.0,173.0,10.0,97.82905011017328,Pending,1.6310742300715386,ROad,Route B,547.2410051609685
skincare,,99.1713286386242,26.0,562.0,8653.570926469802,Non-binary,54.0,29.0,78.0,5.0,Carrier B,2.039770189449332,Supplier 1,Kolkata,,558.0,14.0,,Pending,0.1006828515650937,air,Route B,929.2352899608896
skincare,SKU15,36.98924492862691,241.8696884982527,469.0,11886.236065720615,Non-binary,9.0,8.0,69.0,7.0,Carrier B,2.4220397232752044,Supplier 1,Bangalore,14.0,580.0,7.0,97.12128175147431,Pass,2.264405761198549,sea,Route B,127.8618000016254
skincare,SKU16,20.285782166990895,74.0,280.0,6453.797968176285,Female,2.0,5.0,78.0,,Carrier B,4.191324585705502,Supplier 1,Bangalore,3.0,,21.0,77.10634249785001,Pass,1.012563089258049,air,Route A,865.5257797712403
cosmetics,SKU17,81.46253436923702,82.0,126.0,2629.396434845262,Female,45.0,17.0,235.30017604010388,9.0,,3.585418958232342,Supplier 1,Chennai,7.0,453.0,16.0,47.679680368355335,Fail,0.1020207549181761,air,Route C,670.9343907924103
haircare,SKU18,36.443627770460935,23.0,620.0,9364.673505076173,Unknown,10.0,10.0,127.33891879817386,8.0,Carrier C,,Supplier 2,Kolkata,18.0,374.0,17.0,27.10798085484392,Pending,2.231939110729264,sea,Route A,593.4802587206518
skincare,SKU19,51.12387008796474,100.0,187.0,2553.495584991215,Unknown,48.0,11.0,94.0,3.0,Carrier A,4.742635882841877,Supplier 4,Chennai,20.0,694.0,16.0,82.37332058799021,Fail,3.646450865417029,ROad,Route C,477.3076310909034
,SKU20,96.34107243996338,22.0,,8128.027696851192,Unknown,51.737932500130206,12.0,68.0,6.0,Carrier A,8.87833465092684,Supplier 1,Chennai,29.0,309.0,6.0,65.68625960848863,Pass,4.231416573534539,air,Route B,493.87121531620585
cosmetics,SKU21,84.89386898495083,60.0,601.0,7087.052696357437,Unknown,69.0,25.0,7.0,6.0,Carrier B,6.037883769218298,Supplier 5,Chennai,50.1400076032764,791.0,4.0,61.73572895416093,Pending,,,Route C,
haircare,SKU22,27.67978088650196,55.0,884.0,2390.8078665561734,Unknown,71.0,1.0,63.0,10.0,Carrier A,9.56764892092304,Supplier 4,Kolkata,22.0,,28.0,50.12083961297735,Fail,,Rail,Route C,205.57199582694707
cosmetics,SKU23,4.324341185864164,30.0,391.0,8858.367571011484,Unknown,,5.0,29.0,7.0,Carrier A,7.722677135982992,Supplier 5,Kolkata,11.0,568.0,29.0,98.60995724270389,Pending,1.342291562722734,Rail,Route A,196.32944611241268
haircare,SKU24,,32.0,209.0,9049.077860939897,Male,4.0,26.0,2.0,13.782469116146931,,9.741291689284369,,Bangalore,28.0,447.0,3.0,40.382359702924816,Pending,3.691310292628728,air,Route A,758.7247726029383
haircare,SKU25,,187.83497085502606,142.0,2174.777054350654,Male,82.0,11.0,52.0,3.0,Carrier C,2.231073681281728,Supplier 4,Kolkata,19.0,934.0,23.0,78.28038311841539,Pending,8.652883698939057,ROad,Route B,458.535945739209
haircare,SKU26,97.44694661789282,,353.0,3716.493325894037,Male,59.0,16.0,132.87539352852923,4.0,Carrier B,6.507548621078551,Supplier 2,Bangalore,26.0,171.0,4.0,15.97222975718176,Pass,2.119319736724923,Rail,Route A,
cosmetics,SKU27,92.55736081240202,42.0,352.0,2686.457223575984,Unknown,47.0,9.0,62.0,8.0,Carrier C,7.406750952998074,Supplier 5,Mumbai,25.0,291.0,4.0,10.528245070042162,Fail,,sea,Route B,762.4591821556837
cosmetics,SKU28,2.397274705597141,12.0,,6117.324615083992,Female,,15.0,24.0,4.0,Carrier B,9.898140508069222,Supplier 1,Mumbai,13.0,171.0,7.0,59.42938181069157,Fail,0.815757079295672,air,Route A,123.43702751182708
cosmetics,,63.44755918520733,3.0,253.0,8318.903194617178,Female,45.0,5.0,67.0,7.0,Carrier B,8.100973145397031,Supplier 1,Kolkata,16.0,,,39.29287558606575,Pass,3.878098936588488,ROad,,764.9353759407081
haircare,SKU30,8.022859210526393,10.0,327.0,2766.342366866089,Male,60.0,26.0,35.0,7.0,Carrier B,8.954528315318015,,Kolkata,27.0,806.0,30.0,51.63489340010933,Pending,0.9653947053523932,ROad,Route C,880.080988247161
skincare,SKU31,50.8473930517187,28.0,168.0,9655.135102719398,Male,6.0,17.0,44.0,,Carrier B,2.6796609649814065,Supplier 3,Chennai,63.334746446243884,461.0,8.0,60.25114566159808,Pending,,Rail,Route C,609.3792066184267
skincare,SKU32,79.20993601565672,43.0,781.0,9571.55048732782,Unknown,89.0,13.0,64.0,4.0,Carrier C,6.599104901238584,Supplier 3,Kolkata,30.0,737.0,7.0,29.69246715374977,Pass,1.946036119386113,,Route A,761.1739095148776
cosmetics,SKU33,64.7954350001556,63.0,,11248.276358854233,Non-binary,4.0,17.0,95.0,9.0,Carrier C,4.85827050343664,Supplier 5,Chennai,1.0,251.0,23.0,23.853427512896133,Fail,3.541046012250923,sea,Route A,371.255295519871
skincare,,,96.0,602.0,9061.710895507724,Unknown,1.0,26.0,21.0,7.0,Carrier A,1.019487570822119,Supplier 1,Chennai,4.0,452.0,15.33441073404669,10.754272815029331,Pass,0.6466045593720549,ROad,Route B,510.3580004335235
cosmetics,SKU35,84.95778681635043,11.0,449.0,6541.329344802465,Female,42.0,27.0,85.0,8.0,Carrier C,5.288189990327409,Supplier 1,Delhi,3.0,,3.066882146809338,58.004787044743765,,0.5411540980605811,sea,Route C,553.4204712303558
skincare,SKU36,9.813002578754052,,963.0,7573.402457848733,,18.0,23.0,28.0,3.0,Carrier B,2.107951267159081,Supplier 2,Delhi,26.0,671.0,19.0,45.531364237162144,Fail,3.8055333792433537,air,Route C,403.8089742481805
skincare,SKU37,23.39984475261435,,963.0,2438.339930470029,Female,25.0,8.0,21.0,9.0,Carrier A,,Supplier 3,,63.334746446243884,867.0,15.0,94.05726418792247,Pending,5.94815483374288,sea,Route A,183.9329680435944
cosmetics,SKU38,52.0759306827078,75.0,705.0,9692.318040218432,,69.0,1.0,243.60488813563694,5.0,Carrier B,9.235931437249228,,Mumbai,10.0,841.0,12.0,5.930693645528318,Pending,0.6133268991645074,air,Route B,339.6728699486061
skincare,SKU39,19.127477265823256,26.0,,1912.4656631007608,,78.0,29.0,34.0,3.0,Carrier A,5.562503778830384,Supplier 2,Kolkata,30.0,791.0,,,Fail,3.3086598884607423,air,Route B,1196.9252544012595
skincare,SKU40,80.54142417094033,97.0,933.0,5724.959350456265,Female,90.0,20.0,39.0,8.0,Carrier C,7.229595139736474,Supplier 1,Kolkata,18.0,793.0,1.0,241.5003576280702,Pending,4.213269430586566,ROad,Route A,529.8087239806919
skincare,SKU41,99.11329161531717,35.0,,5521.205259010972,Female,64.0,19.0,38.0,13.782469116146931,Carrier B,5.773263743766654,Supplier 4,Chennai,18.0,892.0,7.0,95.3320645487725,Fail,0.0453022623982596,sea,Route A,275.5243711313098
skincare,SKU42,46.52916761451677,98.0,155.0,1839.609425856764,Female,22.0,27.0,157.78952981512847,4.0,Carrier C,7.526248326851508,Supplier 5,Bangalore,26.0,179.0,7.0,96.42282063957188,Fail,4.939255288620948,ROad,Route A,635.6571205019919
haircare,SKU43,11.74327177630924,6.0,598.0,5737.425599119023,Unknown,36.0,73.78095695347122,85.0,,Carrier B,3.6940212683884543,Supplier 5,Mumbai,1.0,206.0,23.0,26.27736595733241,Pending,0.3723047679850977,air,Route A,716.0441197593407
cosmetics,SKU44,51.35579091311039,34.0,919.0,7152.2860494355145,Female,13.0,19.0,72.0,6.0,Carrier C,7.577449657376693,Supplier 2,Delhi,7.0,834.0,18.0,22.554106620887744,Fail,6.751040305044714,Rail,Route A,610.4532696192277
haircare,SKU45,,1.0,24.0,5267.956807510521,Male,93.0,7.0,52.0,6.0,,5.21515500871191,Supplier 2,Chennai,25.0,794.0,25.0,66.31254443999165,Pass,3.219604612084106,Rail,Route A,495.305697028474
haircare,SKU46,27.0822071998889,75.0,859.0,2556.767360633596,Non-binary,92.0,29.0,6.0,8.0,Carrier B,4.070955837084083,Supplier 3,Chennai,,,23.0,77.32235321105162,Pending,,ROad,Route B,380.4359371119643
skincare,SKU47,95.71213588093607,93.0,910.0,7089.474249934186,Male,4.0,15.0,51.0,15.505277755665297,Carrier B,8.97875075594997,Supplier 1,Kolkata,10.0,964.0,20.0,19.712992911293647,Pending,0.3805735867132137,Rail,Route A,581.6023550505868
haircare,SKU48,76.03554442689172,28.0,29.0,7397.07100458718,Non-binary,30.0,16.0,9.0,3.0,Carrier C,7.0958331565551385,,Mumbai,9.0,109.0,,23.126363582464776,Fail,1.6981125407144038,Rail,Route B,768.65191395437
