product_type,sku,price,availability,number_of_products_sold,revenue_generated,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,inventory_turnover_ratio,estimated_profit
Haircare,SKU76,69.11,23.0,241.0,5328.38,38.0,1.0,22.0,10.0,Carrier A,7.05,Supplier 2,Bangalore,25.0,985.0,24.0,64.32359779560022,Pending,2.1224716191438247,Rail,Route A,997.41,6.17948717948718,4330.97
Haircare,SKU77,57.45,14.0,359.0,2483.76,96.0,28.0,54.0,4.0,Carrier B,6.78,Supplier 1,Kolkata,26.0,334.0,5.0,42.95244474899184,Pass,3.055141818307548,Road,Route A,852.57,3.7010309278350517,1631.19
Haircare,SKU78,51.36,50.0,946.0,1292.46,5.0,10.18,54.0,5.0,Carrier B,8.47,Supplier 5,Mumbai,25.0,858.0,21.0,71.12651472040338,Pending,4.096881332470452,Sea,Route C,323.59,157.66666666666666,968.8700000000001
Haircare,SKU79,57.06,56.0,198.0,7888.72,31.0,25.0,55.36,1.0,Carrier B,6.5,Supplier 3,Bangalore,5.0,228.0,12.0,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.5,6.1875,7537.22
Skincare,SKU80,244.94,192.98,872.0,8651.67,39.0,14.0,41.0,2.0,Carrier C,7.48,Supplier 3,Chennai,8.0,202.0,5.0,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.78,21.8,7863.89
Haircare,SKU0,72.82,9.0,774.0,4384.41,48.0,6.0,8.0,6.89,Carrier B,4.07,Supplier 3,Delhi,28.0,698.0,1.0,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.78,15.795918367346939,4107.63
Skincare,SKU82,17.03,13.0,336.0,2943.38,48.0,19.0,72.0,1.0,Carrier A,4.71,Supplier 2,Mumbai,6.0,955.0,26.0,46.60387338164447,Pending,4.137877048622357,Road,Route C,589.98,6.857142857142857,2353.4
Haircare,SKU83,68.91,82.0,663.0,2411.75,65.0,24.0,7.0,8.0,Carrier B,4.95,Supplier 1,Bangalore,20.0,443.0,5.0,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.97,10.045454545454545,1728.78
Haircare,SKU84,89.1,99.0,618.0,2048.29,73.0,26.0,80.0,10.0,Carrier A,8.38,Supplier 5,Chennai,24.0,589.0,22.0,33.808636513209095,Pass,4.843456577118041,Air,Route B,517.5,8.35135135135135,1530.79
Cosmetics,SKU85,76.96,83.0,25.0,8684.61,15.0,18.0,66.0,2.0,Carrier C,8.25,Supplier 5,Chennai,4.0,211.0,2.0,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.69,1.5625,7841.92
Skincare,SKU86,20.0,18.0,429.35,1229.59,32.0,14.0,22.0,6.0,Carrier B,5.77,Supplier 1,Mumbai,4.0,569.0,18.0,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.25,13.010606060606062,965.3399999999999
Haircare,SKU87,80.41,24.0,79.0,5133.85,5.0,7.0,55.0,10.0,Carrier A,6.58,Supplier 3,Chennai,27.0,523.0,17.0,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.36,13.166666666666666,4254.490000000001
Cosmetics,SKU88,75.27,58.0,737.0,9444.74,48.0,18.0,85.0,7.0,Carrier A,3.8,Supplier 2,Mumbai,21.0,953.0,11.0,68.18491905704117,Pending,1.645712451796409,Sea,Route A,103.92,15.040816326530612,9340.82
Cosmetics,SKU89,97.76,10.0,134.0,5924.68,90.0,1.0,27.0,8.0,Carrier B,9.93,Supplier 1,Kolkata,23.0,370.0,11.0,127.63583310577896,Pending,1.9076657339590744,Rail,Route B,517.5,1.4725274725274726,5407.18
Skincare,SKU90,37.31,56.0,320.0,9592.63,66.0,18.0,54.0,7.0,Carrier B,7.67,Supplier 3,Bangalore,8.0,585.0,12.27,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.08,4.776119402985074,8602.55
Cosmetics,SKU92,47.71,44.0,276.0,2100.13,90.0,25.0,10.0,8.0,Carrier B,4.47,Supplier 2,Mumbai,4.0,671.0,29.0,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,421.32,3.032967032967033,1678.8100000000002
Skincare,SKU93,69.29,88.0,114.0,4531.4,63.0,17.0,66.0,1.0,Carrier C,7.01,Supplier 4,Chennai,21.0,824.0,20.0,35.63365234334388,Fail,4.165781795424145,Air,Route A,517.5,1.78125,4013.8999999999996
Cosmetics,SKU0,3.04,48.0,987.0,7888.36,77.0,26.0,72.0,9.0,Carrier B,6.94,Supplier 2,Delhi,12.0,908.0,14.0,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.67,12.653846153846153,7041.69
Haircare,SKU95,77.9,65.0,672.0,7386.36,15.0,17.0,71.97,9.0,Carrier B,8.63,Supplier 4,Mumbai,18.0,450.0,26.0,58.89068576858998,Pending,1.2108821295850665,Air,Route A,778.86,42.0,6607.5
Cosmetics,SKU96,24.42,29.0,324.0,7698.42,67.0,5.09,32.0,3.0,Carrier C,5.35,Supplier 3,Mumbai,28.0,648.0,28.0,17.80375633139127,Pending,3.872047681482133,Road,Route A,188.74,4.764705882352941,7509.68
Haircare,SKU97,3.53,56.0,62.0,4370.92,46.0,19.0,4.0,9.0,Carrier A,7.9,Supplier 4,Mumbai,10.0,535.0,13.0,65.76515592636746,Fail,3.376237834717981,Road,Route A,540.13,1.3191489361702127,3830.79
Skincare,SKU98,19.75,43.0,913.0,8525.95,53.0,1.0,27.0,7.0,Carrier B,1.41,Supplier 5,Chennai,73.89,581.0,9.0,5.604690864371781,Pending,2.908122169351261,Rail,Route A,882.2,16.90740740740741,7643.750000000001
Haircare,SKU99,68.52,17.0,1207.18,9185.19,55.0,8.0,59.0,6.0,Carrier B,1.31,Supplier 2,Chennai,29.0,2747.8,2.0,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74,21.556785714285716,8974.45
Haircare,SKU0,69.81,55.0,802.0,8662.0,58.0,7.0,265.75,4.0,Carrier B,2.96,Supplier 3,Mumbai,76.53,215.0,29.0,46.27987924050832,Pending,0.2264103608499251,Road,Route B,187.75,13.59322033898305,8474.25
Skincare,SKU1,14.84,95.0,736.0,7460.9,53.0,30.0,37.0,2.0,Carrier A,9.72,Supplier 3,Mumbai,23.0,517.0,30.0,46.60387338164447,Pending,4.854068026388706,Road,Route B,921.15,13.62962962962963,6539.75
Haircare,SKU2,11.32,34.0,8.0,9577.75,1.0,10.0,88.0,2.0,Carrier B,8.05,Supplier 1,Mumbai,12.0,971.0,27.0,30.688019348284204,Pending,4.580592619199229,Air,Route C,141.92,4.0,9435.83
Skincare,SKU3,61.16,68.0,394.0,7766.84,23.0,13.0,59.0,6.0,Carrier C,4.57,Supplier 5,Kolkata,24.0,937.0,14.0,35.62474139712503,Pending,4.74664862064775,Rail,Route A,254.78,16.416666666666668,7512.06
Skincare,SKU4,4.81,26.0,871.0,6099.94,5.0,3.0,56.0,8.0,Carrier A,3.89,Supplier 1,Delhi,5.0,414.0,4.6,92.06516059871284,Fail,3.145579522833002,Air,Route A,923.44,145.16666666666666,5176.5
Haircare,SKU5,1.7,87.0,147.0,2828.35,90.0,17.0,66.0,3.0,Carrier B,4.44,Supplier 4,Bangalore,10.0,104.0,17.0,56.7664755574318,Fail,2.7791935115711617,Road,Route A,235.46,1.6153846153846154,2592.89
Skincare,SKU6,4.08,48.0,65.0,7823.48,11.0,15.0,58.0,13.78,Carrier C,3.88,Supplier 3,Kolkata,14.0,314.0,24.0,1.0850685695870688,Pending,2.280810065723032,Sea,Route A,134.37,5.416666666666667,7689.11
Cosmetics,SKU7,42.96,59.0,426.0,8496.1,93.0,17.0,11.0,1.0,Carrier B,2.35,Supplier 4,Bangalore,22.0,564.0,1.0,99.46610860359912,Fail,0.3981771868506506,Road,Route A,802.06,4.531914893617022,7694.040000000001
Cosmetics,SKU8,68.72,78.0,150.0,7517.36,5.0,10.0,15.0,6.89,Carrier C,3.4,Supplier 4,Mumbai,13.0,769.0,8.0,11.423027139565695,Pending,2.709862691109961,Sea,Route B,505.56,25.0,7011.799999999999
Skincare,SKU9,64.02,35.0,980.0,4971.15,14.0,27.0,83.0,1.0,Carrier A,5.77,Supplier 2,Chennai,29.0,963.0,23.0,47.95760163495158,Pending,3.844614478767585,Rail,Route B,995.93,65.33333333333333,3975.22
Skincare,SKU10,15.71,11.0,996.0,6099.94,51.0,13.0,80.0,2.0,Carrier C,8.67,Supplier 5,Kolkata,18.0,830.0,5.0,96.52735278531092,Pass,1.7273139283559424,Road,Route B,806.1,19.153846153846153,5293.839999999999
Skincare,SKU11,90.64,95.0,960.0,6099.94,88.15,23.0,60.0,6.89,Carrier A,4.52,Supplier 2,Kolkata,28.0,362.0,11.0,27.592363086663696,Pending,0.0211698213729943,Air,Route A,126.72,10.76836791923724,5973.219999999999
Haircare,SKU12,71.21,41.0,336.0,2873.74,100.0,30.0,54.0,4.0,Carrier A,1.33,Supplier 4,Kolkata,3.0,563.0,3.0,32.32128621342403,Fail,2.161253747555912,Road,Route B,737.87,3.3267326732673266,2135.87
Skincare,SKU13,16.16,5.0,249.0,4052.74,80.0,8.0,48.0,9.0,Carrier A,25.18,Supplier 5,Bangalore,23.0,173.0,10.0,97.82905011017328,Pending,1.6310742300715386,Road,Route B,547.24,3.074074074074074,3505.5
Skincare,SKU14,99.17,26.0,562.0,18900.54,54.0,29.0,78.0,5.0,Carrier B,2.04,Supplier 1,Kolkata,25.0,558.0,14.0,5.791436629862989,Pending,0.1006828515650937,Air,Route B,929.24,10.218181818181819,17971.3
Skincare,SKU16,7.55,74.0,394.0,6453.8,2.0,5.0,78.0,1.0,Carrier B,4.19,Supplier 1,Bangalore,18.0,399.0,21.0,77.10634249785001,Pass,1.012563089258049,Air,Route A,865.53,131.33333333333334,5588.27
Cosmetics,SKU17,81.46,82.0,126.0,2629.4,45.0,17.0,85.0,15.51,Carrier C,3.59,Supplier 1,Kolkata,7.0,453.0,16.0,47.679680368355335,Fail,0.1020207549181761,Air,Route C,670.93,2.739130434782609,1958.4700000000003
Skincare,SKU20,96.34,22.0,320.0,17752.69,27.0,12.0,54.0,6.0,Carrier A,8.88,Supplier 1,Chennai,29.0,309.0,6.0,65.68625960848863,Pass,2.1224716191438247,Air,Route B,493.87,11.428571428571429,17258.82
Haircare,SKU22,27.68,55.0,884.0,5221.84,71.0,1.0,63.0,10.0,Carrier A,9.57,Supplier 4,Kolkata,22.0,780.0,28.0,50.12083961297735,Fail,2.591275473211116,Rail,Route C,205.57,12.277777777777779,5016.27
Cosmetics,SKU23,4.32,30.0,391.0,8858.37,160.96,5.0,29.0,7.0,Carrier A,2.92,Supplier 5,Kolkata,11.0,568.0,29.0,98.60995724270389,Pending,1.342291562722734,Rail,Route A,196.33,2.4141763398369966,8662.04
Haircare,SKU24,4.16,32.0,209.0,9049.08,7.66,26.0,2.0,6.89,Carrier C,9.74,Supplier 2,Bangalore,28.0,447.0,3.0,40.382359702924816,Pending,3.691310292628728,Air,Route A,758.72,24.13394919168591,8290.36
Haircare,SKU25,39.63,73.0,142.0,2174.78,82.0,11.0,52.0,6.89,Carrier C,2.23,Supplier 4,Kolkata,19.0,934.0,23.0,78.28038311841539,Pending,3.797231217114183,Road,Route B,458.54,1.7108433734939759,1716.2400000000002
Haircare,SKU26,51.36,9.0,353.0,3716.49,48.0,16.0,48.0,4.0,Carrier B,6.51,Supplier 2,Bangalore,26.0,171.0,4.0,15.97222975718176,Pass,2.119319736724923,Rail,Route A,517.5,7.204081632653061,3198.99
Skincare,SKU27,92.56,42.0,352.0,5867.58,47.0,9.0,62.0,13.78,Carrier C,7.41,Supplier 5,Mumbai,25.0,291.0,4.0,10.528245070042162,Fail,2.864667837883373,Sea,Route B,762.46,7.333333333333333,5105.12
Cosmetics,SKU28,6.44,12.0,394.0,6117.32,91.98,15.0,24.0,4.0,Carrier B,9.9,Supplier 1,Mumbai,13.0,171.0,7.0,59.42938181069157,Fail,0.815757079295672,Air,Route A,123.44,4.237470423747042,5993.88
Cosmetics,SKU29,63.45,48.0,253.0,8318.9,45.0,5.0,67.0,7.0,Carrier B,8.1,Supplier 1,Kolkata,16.0,329.0,7.0,39.29287558606575,Pass,3.878098936588488,Road,Route B,1400.66,5.5,6918.24
Haircare,SKU30,8.02,10.0,327.0,2766.34,60.0,26.0,35.0,7.0,Carrier B,8.95,Supplier 4,Kolkata,18.0,2404.7,30.0,51.63489340010933,Pending,0.9653947053523932,Road,Route C,517.5,5.360655737704918,2248.84
Skincare,SKU31,50.85,28.0,168.0,9655.14,6.0,17.0,44.0,6.89,Carrier B,2.68,Supplier 3,Chennai,24.0,461.0,8.0,60.25114566159808,Pending,2.9890000066550746,Rail,Route C,517.5,24.0,9137.64
Skincare,SKU32,79.21,43.0,781.0,9571.55,89.0,13.0,64.0,6.89,Carrier C,6.6,Supplier 3,Kolkata,30.0,737.0,7.0,29.69246715374977,Pass,1.946036119386113,Road,Route A,761.17,8.677777777777777,8810.38
Cosmetics,SKU33,64.8,63.0,616.0,5150.0,4.0,17.0,54.0,9.0,Carrier C,4.86,Supplier 5,Chennai,1.0,251.0,23.0,46.60387338164447,Fail,3.541046012250923,Sea,Route A,517.5,123.2,4632.5
Skincare,SKU34,37.47,96.0,602.0,9061.71,1.0,26.0,21.0,7.0,Carrier A,1.02,Supplier 1,Chennai,4.0,452.0,15.33,10.754272815029331,Pass,0.6466045593720549,Road,Route B,934.5,301.0,8127.209999999999
Cosmetics,SKU35,84.96,48.0,449.0,6541.33,42.0,27.0,85.0,8.0,Carrier C,5.29,Supplier 1,Delhi,3.0,367.0,2.0,158.85995693858194,Pass,0.5411540980605811,Sea,Route C,553.42,10.44186046511628,5987.91
Skincare,SKU36,9.81,34.0,963.0,7573.4,18.0,23.0,28.0,3.0,Carrier B,2.11,Supplier 2,Delhi,26.0,671.0,19.0,45.531364237162144,Fail,3.8055333792433537,Air,Route C,403.81,50.68421052631579,7169.589999999999
Skincare,SKU37,23.4,48.0,963.0,2438.34,48.0,8.0,21.0,9.0,Carrier A,1.53,Supplier 3,Kolkata,24.0,867.0,15.0,34.34327746507538,Pending,2.610288084848113,Sea,Route A,183.93,19.653061224489797,2254.4100000000003
Cosmetics,SKU38,52.08,75.0,705.0,9692.32,69.0,1.0,88.0,5.0,Carrier B,9.24,Supplier 5,Mumbai,10.0,841.0,12.0,5.930693645528318,Pending,0.6133268991645074,Air,Route B,339.67,10.071428571428571,9352.65
Skincare,SKU39,19.13,26.0,176.0,1912.47,78.0,29.0,34.0,3.0,Carrier A,5.77,Supplier 2,Kolkata,18.0,791.0,6.0,9.005807428781642,Fail,2.1224716191438247,Air,Route B,653.67,2.2278481012658227,1258.8000000000002
Skincare,SKU40,80.54,97.0,933.0,12504.07,172.46,20.0,39.0,8.0,Carrier C,7.23,Supplier 1,Kolkata,18.0,793.0,1.0,88.17940710421746,Pending,9.600924539661625,Road,Route A,529.81,5.37876167416119,11974.26
Skincare,SKU41,99.11,35.0,556.0,5521.21,64.0,19.0,38.0,13.78,Carrier B,5.77,Supplier 4,Chennai,18.0,892.0,7.0,95.3320645487725,Fail,0.0453022623982596,Sea,Route A,275.52,8.553846153846154,5245.6900000000005
Skincare,SKU42,46.53,98.0,298.43,1839.61,22.0,27.0,57.0,4.0,Carrier C,19.87,Supplier 5,Bangalore,26.0,179.0,7.0,96.42282063957188,Fail,4.939255288620948,Road,Route A,635.66,12.975217391304348,1203.9499999999998
Haircare,SKU43,11.74,6.0,598.0,5737.43,36.0,73.78,85.0,9.0,Carrier B,3.69,Supplier 5,Mumbai,1.0,206.0,23.0,26.27736595733241,Pending,0.3723047679850977,Air,Route A,1311.13,16.16216216216216,4426.3
Cosmetics,SKU44,51.36,34.0,919.0,7152.29,13.0,19.0,72.0,6.0,Carrier C,7.58,Supplier 2,Delhi,7.0,834.0,18.0,22.554106620887744,Fail,2.962626320454882,Rail,Route A,610.45,65.64285714285714,6541.84
Haircare,SKU45,33.78,1.0,24.0,11505.91,93.0,17.81,52.0,6.0,Carrier B,5.22,Supplier 2,Chennai,25.0,794.0,38.34,66.31254443999165,Pass,3.219604612084106,Rail,Route A,906.94,0.2553191489361702,10598.97
Skincare,SKU46,27.08,75.0,859.0,5584.32,92.0,29.0,6.0,8.0,Carrier B,4.07,Supplier 3,Chennai,18.0,870.0,23.0,77.32235321105162,Pending,8.314216679153446,Road,Route B,380.44,9.236559139784946,5203.88
Skincare,SKU47,95.71,93.0,910.0,7089.47,4.0,17.0,51.0,9.0,Carrier B,8.98,Supplier 1,Kolkata,10.0,964.0,20.0,19.712992911293647,Pending,0.3805735867132137,Rail,Route A,581.6,182.0,6507.87
Haircare,SKU48,76.04,28.0,29.0,7397.07,30.0,16.0,9.0,3.0,Carrier C,7.1,Supplier 2,Mumbai,9.0,109.0,18.0,23.126363582464776,Fail,1.6981125407144038,Road,Route B,768.65,0.9354838709677419,6628.42
Cosmetics,SKU49,78.9,19.0,394.0,8001.61,97.0,24.0,9.0,6.0,Carrier C,2.51,Supplier 5,Delhi,28.0,177.0,28.0,14.147815443979216,Pass,2.1224716191438247,Rail,Route A,336.89,4.020408163265306,7664.719999999999
Cosmetics,SKU50,14.2,91.0,633.0,5910.89,31.0,23.0,54.0,10.0,Carrier A,6.25,Supplier 2,Delhi,20.0,580.0,21.0,45.17875792463452,Fail,4.754800804671185,Rail,Route B,496.25,19.78125,5414.64
Haircare,SKU51,26.7,61.0,394.0,9866.47,100.0,4.0,52.0,1.0,Carrier A,4.78,Supplier 5,Bangalore,18.0,673.0,28.0,14.19032834456998,Pending,1.7729511720835571,Road,Route A,1272.57,3.900990099009901,8593.9
Skincare,SKU52,98.03,1.0,820.0,9435.76,64.0,11.0,11.0,1.0,Carrier B,8.63,Supplier 1,Mumbai,10.0,727.0,27.0,9.166849148597151,Pending,2.1224716191438247,Air,Route C,602.9,12.615384615384615,8832.86
Skincare,SKU53,30.34,239.3,242.0,8232.33,96.0,25.0,54.0,3.0,Carrier B,1.01,Supplier 1,Delhi,2.64,631.0,17.0,83.34405899167797,Pending,1.4103475760760271,Air,Route B,517.5,2.4948453608247423,7714.83
Haircare,SKU55,79.86,48.0,701.0,2925.68,97.0,11.0,11.0,5.0,Carrier A,5.01,Supplier 2,Delhi,27.0,918.0,5.0,30.3235452566165,Fail,4.548919659396385,Sea,Route B,323.01,7.153061224489796,2602.67
Haircare,SKU57,49.26,65.0,227.0,1605.87,9.58,18.0,51.0,1.0,Carrier B,9.16,Supplier 2,Kolkata,21.0,588.0,25.0,67.77962298707814,Pending,2.511174830212707,Rail,Route A,482.19,21.455576559546312,1123.6799999999998
Skincare,SKU58,59.84,81.0,896.0,2021.15,10.0,5.0,44.0,7.0,Carrier A,4.94,Supplier 3,Delhi,18.0,396.0,7.0,65.04741509469146,Fail,1.7303747198591968,Road,Route B,110.36,81.45454545454545,1910.7900000000002
Cosmetics,SKU59,63.83,30.0,931.86,1061.62,100.0,16.0,26.0,7.0,Carrier B,7.29,Supplier 1,Kolkata,11.0,176.0,4.0,1.900762243519458,Fail,0.4471940154638232,Air,Route A,312.57,9.226336633663367,749.05
Skincare,SKU60,17.03,16.0,380.0,8864.08,48.0,27.0,72.0,8.0,Carrier C,4.38,Supplier 4,Mumbai,18.0,929.0,24.0,87.21305781513568,Fail,2.853090616649054,Rail,Route A,430.17,7.755102040816326,8433.91
Haircare,SKU61,51.36,23.0,225.26,6885.59,32.0,23.0,36.0,7.0,Carrier C,9.03,Supplier 4,Kolkata,18.0,480.0,12.0,78.7023939688789,Fail,4.367470538205053,Air,Route A,164.37,6.826060606060606,6721.22
Cosmetics,SKU62,72.8,89.0,270.0,3899.75,86.0,5.09,40.0,7.0,Carrier B,7.29,Supplier 2,Mumbai,13.0,751.0,14.0,21.048642725168644,Pass,1.8740014040443749,Sea,Route C,320.85,3.103448275862069,3578.9
Skincare,SKU63,13.02,55.0,246.0,4256.95,54.0,19.0,10.0,4.0,Carrier A,6.49,Supplier 3,Bangalore,18.0,736.0,10.0,20.075003975630484,Pending,2.1224716191438247,Sea,Route A,687.29,4.472727272727273,3569.66
Skincare,SKU64,89.63,11.0,394.0,8458.73,73.0,27.0,75.0,6.0,Carrier C,4.59,Supplier 1,Delhi,17.0,328.0,6.0,8.693042425877287,Fail,0.1594863147175146,Air,Route A,771.23,5.324324324324325,7687.5
Skincare,SKU65,33.7,72.0,457.0,8354.58,57.0,24.0,54.0,6.89,Carrier C,17.37,Supplier 5,Kolkata,16.0,358.0,21.0,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.86,7.879310344827586,7798.72
Skincare,SKU0,26.03,52.0,704.0,8367.72,13.0,17.0,19.0,8.0,Carrier A,2.22,Supplier 5,Kolkata,24.0,867.0,28.0,115.25827692247722,Fail,3.4480632883402618,Road,Route A,393.84,50.285714285714285,7973.879999999999
Skincare,SKU0,87.76,16.0,513.0,9473.8,48.0,9.0,71.0,6.89,Carrier C,9.15,Supplier 1,Mumbai,10.0,198.0,11.0,7.057876146978231,Pass,0.1319554443118148,Sea,Route C,169.27,10.46938775510204,9304.529999999999
Haircare,SKU68,101.96,29.0,163.0,3550.22,0.0,17.0,58.0,8.0,Carrier B,1.19,Supplier 2,Bangalore,2.0,375.0,18.0,97.1135815634622,Fail,1.98346787217418,Rail,Route A,299.71,163.0,3250.5099999999998
Skincare,SKU69,54.87,62.0,511.0,1752.38,95.0,17.0,74.74,3.0,Carrier B,9.71,Supplier 4,Kolkata,9.0,2571.78,14.0,77.62776581274817,Pending,1.3623879886491086,Air,Route A,207.66,5.322916666666667,1544.72
Haircare,SKU70,47.91,90.0,32.0,7014.89,10.0,12.0,22.0,4.0,Carrier B,6.32,Supplier 1,Bangalore,22.0,775.0,16.0,11.440781823761265,Pass,1.8305755986122316,Road,Route C,183.27,2.909090909090909,6831.62
Cosmetics,SKU71,6.38,14.0,637.0,8180.34,76.0,2.0,26.0,6.0,Carrier A,9.23,Supplier 2,Bangalore,2.0,258.0,10.0,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.17,8.272727272727273,7775.17
Cosmetics,SKU72,90.2,88.0,394.0,2633.12,48.0,29.0,77.0,9.0,Carrier A,6.6,Supplier 1,Bangalore,21.0,152.0,11.0,55.76049289524421,Pending,7.322326661122331,Rail,Route B,677.94,8.040816326530612,1955.1799999999998
Cosmetics,SKU73,83.85,41.0,375.0,7910.89,17.0,25.0,66.0,8.61,Carrier B,1.51,Supplier 4,Chennai,13.0,444.0,4.0,46.87023879761716,Fail,4.620546064513706,Road,Route A,866.47,20.833333333333332,7044.42
Haircare,SKU74,3.17,64.0,904.0,5709.95,41.0,6.0,1.0,5.0,Carrier A,5.24,Supplier 4,Delhi,1.0,919.0,14.0,220.68990088306057,Fail,0.3966127241099354,Rail,Route A,341.55,21.523809523809526,5368.4
Skincare,SKU75,51.36,29.0,106.0,1889.07,16.0,20.0,56.0,10.0,Carrier C,2.47,Supplier 1,Chennai,25.0,580.0,11.0,48.06478264000659,Pass,2.030069088668752,Road,Route C,873.13,6.235294117647059,1015.9399999999999
Haircare,SKU77,57.45,14.0,359.0,2483.76,96.0,28.0,57.0,4.0,Carrier B,6.78,Supplier 1,Kolkata,26.0,334.0,5.0,42.95244474899184,Pass,3.055141818307548,Road,Route B,517.5,3.7010309278350517,1966.2600000000002
Haircare,SKU78,16.95,50.0,946.0,1292.46,5.0,4.0,51.0,5.0,Carrier B,8.47,Supplier 5,Mumbai,25.0,858.0,21.0,71.12651472040338,Pending,2.1224716191438247,Sea,Route C,323.59,157.66666666666666,968.8700000000001
Skincare,SKU80,91.13,75.0,394.0,8651.67,39.0,14.0,41.0,6.89,Carrier C,2.83,Supplier 3,Chennai,8.0,202.0,5.0,76.96122802382001,Fail,2.8496621985053308,Sea,Route A,787.78,9.85,7863.89
Haircare,SKU81,72.82,9.0,1490.2,4384.41,48.0,6.0,8.0,5.0,Carrier B,4.07,Supplier 3,Delhi,28.0,698.0,14.0,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.78,30.412244897959184,4107.63
Skincare,SKU82,17.03,13.0,336.0,2943.38,42.0,19.0,72.0,1.0,Carrier A,4.71,Supplier 2,Mumbai,6.0,580.0,26.0,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.98,7.813953488372093,2353.4
Haircare,SKU83,68.91,82.0,663.0,6099.94,65.0,24.0,7.0,8.0,Carrier B,4.95,Supplier 1,Bangalore,20.0,443.0,5.0,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.97,10.045454545454545,5416.969999999999
Haircare,SKU84,89.1,99.0,618.0,2048.29,73.0,26.0,80.0,10.0,Carrier A,8.38,Supplier 5,Chennai,24.0,589.0,22.0,33.808636513209095,Pass,11.03695405056595,Air,Route B,465.46,8.35135135135135,1582.83
Cosmetics,SKU85,76.96,83.0,25.0,8684.61,15.0,18.0,182.7,2.0,Carrier C,8.25,Supplier 5,Chennai,4.0,211.0,2.0,69.9293455186723,Fail,2.1224716191438247,Road,Route B,842.69,1.5625,7841.92
Skincare,SKU86,20.0,18.0,223.0,1229.59,61.32,35.62,22.0,10.34,Carrier B,1.45,Supplier 1,Mumbai,10.56,569.0,18.0,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,517.5,3.578305519897304,712.0899999999999
Haircare,SKU87,80.41,24.0,79.0,5133.85,48.0,7.0,55.0,10.0,Carrier A,6.58,Supplier 3,Chennai,27.0,523.0,17.0,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.36,1.6122448979591837,4254.490000000001
Cosmetics,SKU88,75.27,149.24,394.0,9444.74,60.0,18.0,85.0,7.0,Carrier A,3.8,Supplier 2,Mumbai,21.0,953.0,11.0,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.92,6.459016393442623,9340.82
Cosmetics,SKU89,97.76,10.0,134.0,5924.68,90.0,1.0,27.0,8.0,Carrier B,9.93,Supplier 1,Kolkata,60.7,370.0,11.0,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.5,1.4725274725274726,5407.18
Skincare,SKU90,13.88,56.0,320.0,9592.63,66.0,18.0,96.0,6.89,Carrier B,7.67,Supplier 3,Bangalore,8.0,585.0,8.0,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.08,4.776119402985074,8602.55
Cosmetics,SKU91,62.11,48.0,916.0,1935.21,98.0,22.0,85.0,7.0,Carrier B,7.47,Supplier 4,Delhi,5.0,207.0,28.0,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.78,9.252525252525253,938.4300000000001
Cosmetics,SKU92,47.71,113.22,276.0,2100.13,90.0,25.0,10.0,8.0,Carrier B,4.47,Supplier 2,Mumbai,4.0,671.0,14.0,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.09,3.032967032967033,1870.0400000000002
Cosmetics,SKU94,3.04,97.0,987.0,7888.36,77.0,26.0,72.0,9.0,Carrier B,6.94,Supplier 2,Delhi,12.0,580.0,14.0,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.67,12.653846153846153,7041.69
Skincare,SKU95,77.9,65.0,672.0,7386.36,15.0,14.0,26.0,9.0,Carrier B,8.63,Supplier 1,Mumbai,18.0,450.0,26.0,58.89068576858998,Pending,1.2108821295850665,Air,Route A,778.86,42.0,6607.5
Cosmetics,SKU96,24.42,29.0,324.0,7698.42,67.0,2.0,32.0,3.0,Carrier C,5.35,Supplier 3,Mumbai,28.0,648.0,28.0,17.80375633139127,Pending,3.872047681482133,Road,Route A,188.74,4.764705882352941,7509.68
